id,number,title,body,agent,user_id,user,state,created_at,closed_at,merged_at,repo_id,repo_url,html_url
3245221980,3546,Fix Docker build by pinning insight dependencies,"## Summary
- pin `numpy` and `pandas` in the Insight demo lock file
- update Insight demo requirements

## Testing
- `pre-commit run --files alpha_factory_v1/demos/alpha_agi_insight_v1/requirements.lock alpha_factory_v1/demos/alpha_agi_insight_v1/requirements.txt` *(failed: KeyboardInterrupt)*
- `pytest -k ""test"" -q` *(failed: ModuleNotFoundError: No module named 'adk')*

------
https://chatgpt.com/codex/tasks/task_e_687b752555f88333b9049aa0c2cf3274",OpenAI_Codex,24208299,MontrealAI,closed,2025-07-19T11:05:56Z,2025-07-19T11:06:08Z,2025-07-19T11:06:08Z,922805069,https://api.github.com/repos/MontrealAI/AGI-Alpha-Agent-v0,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/3546
3260713587,3726,fix: update insight SRI and build order,"## Summary
- rebuild insight browser and update SRI reference
- run insight build before asset verification in docs workflows

## Testing
- `pre-commit run --files alpha_factory_v1/demos/alpha_agi_insight_v1/insight_browser_v1/index.html`
- `pre-commit run --files .github/workflows/ci.yml`
- `mkdocs build --strict`


------
https://chatgpt.com/codex/tasks/task_e_68826e2963f48333a6319fbf73b816f6",OpenAI_Codex,24208299,MontrealAI,closed,2025-07-24T17:46:06Z,2025-07-24T17:47:16Z,2025-07-24T17:47:16Z,922805069,https://api.github.com/repos/MontrealAI/AGI-Alpha-Agent-v0,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/3726
3089275524,793,[alpha_factory] start ledger task in run loop,"## Summary
- ensure the insight orchestrator only starts the merkle task when running

## Testing
- `python check_env.py --auto-install`
- `ruff check alpha_factory_v1/demos/alpha_agi_insight_v1/src/orchestrator.py`
- `mypy --config-file mypy.ini .` *(fails: Found 2752 errors)*
- `pytest -q`",OpenAI_Codex,24208299,MontrealAI,closed,2025-05-25T12:42:19Z,2025-05-25T12:42:30Z,2025-05-25T12:42:30Z,922805069,https://api.github.com/repos/MontrealAI/AGI-Alpha-Agent-v0,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/793
3089288927,797,[alpha_factory] handle empty rows in plain table,"## Summary
- fix plain table to return just the header when there are no data rows
- add a regression test for empty results

## Testing
- `python check_env.py --auto-install`
- `pytest -q`
",OpenAI_Codex,24208299,MontrealAI,closed,2025-05-25T13:04:48Z,2025-05-25T13:05:21Z,2025-05-25T13:05:21Z,922805069,https://api.github.com/repos/MontrealAI/AGI-Alpha-Agent-v0,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/797
3089513293,875,[alpha_factory] Log bus handler errors,"## Summary
- log A2ABus handler exceptions with sender and recipient info

## Testing
- `python check_env.py --auto-install`
- `pytest -q`",OpenAI_Codex,24208299,MontrealAI,closed,2025-05-25T19:12:37Z,2025-05-25T19:12:45Z,2025-05-25T19:12:45Z,922805069,https://api.github.com/repos/MontrealAI/AGI-Alpha-Agent-v0,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/875
3097973936,1063,[alpha_factory] improve exception handling,"## Summary
- catch ModuleNotFoundError when importing optional FastAPI modules
- log and skip bad simulation results
- handle WebSocketDisconnect errors when streaming progress
- log corrupt fill records in `portfolio` loader and history

## Testing
- `python check_env.py --auto-install`
- `pytest -q`",OpenAI_Codex,24208299,MontrealAI,closed,2025-05-28T16:48:52Z,2025-05-28T16:49:00Z,2025-05-28T16:49:00Z,922805069,https://api.github.com/repos/MontrealAI/AGI-Alpha-Agent-v0,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/1063
3150747776,2260,[alpha_factory] patch cross industry bridge,"## Summary
- update policy in cross-industry bridge to call local functions
- test that patched functions are used by CrossIndustryAgent

## Testing
- `python scripts/check_python_deps.py`
- `python check_env.py --auto-install --wheelhouse wheels` *(fails: No matching distribution found for numpy)*
- `pytest -q` *(fails: Environment check failed)*

------
https://chatgpt.com/codex/tasks/task_e_685053f7b280833385fa7b03fe622166",OpenAI_Codex,24208299,MontrealAI,closed,2025-06-16T17:30:15Z,2025-06-16T17:30:48Z,2025-06-16T17:30:47Z,922805069,https://api.github.com/repos/MontrealAI/AGI-Alpha-Agent-v0,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/2260
3108454301,1420,[alpha_factory] fix insight browser CSP,"## Summary
- update the Insight Browser CSP policy

## Testing
- `pre-commit run --files alpha_factory_v1/demos/alpha_agi_insight_v1/insight_browser_v1/index.html` *(fails: cannot fetch black)*
- `npm run build` *(fails: cannot find module 'esbuild')*
- `pytest -q tests` *(fails: ModuleNotFoundError: rocketry)*

------
https://chatgpt.com/codex/tasks/task_e_683d2102e3bc833390a0612aea1b6201",OpenAI_Codex,24208299,MontrealAI,closed,2025-06-02T04:03:21Z,2025-06-02T04:03:35Z,2025-06-02T04:03:35Z,922805069,https://api.github.com/repos/MontrealAI/AGI-Alpha-Agent-v0,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/1420
3221064560,3202,fix size check python indentation,"## Summary
- fix python indentation in size-check workflow

## Testing
- `python scripts/check_python_deps.py`
- `python check_env.py --auto-install`
- `pytest -q` *(fails: 86 failed, 108 passed, 32 skipped, 5 errors)*
- `pre-commit run --files .github/workflows/size-check.yml`


------
https://chatgpt.com/codex/tasks/task_e_6870553035c883339adf5bc70301a18c",OpenAI_Codex,24208299,MontrealAI,closed,2025-07-11T00:26:03Z,2025-07-11T00:26:14Z,2025-07-11T00:26:14Z,922805069,https://api.github.com/repos/MontrealAI/AGI-Alpha-Agent-v0,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/3202
3221122014,3203,Fix size-check workflow indentation,"## Summary
- fix Python heredoc indentation in browser size workflow

## Testing
- `python scripts/check_python_deps.py`
- `python check_env.py --auto-install`
- `pytest tests/test_ping_agent.py tests/test_af_requests.py -q`
- `pre-commit run --files .github/workflows/size-check.yml` *(fails: shellcheck_py wheel build error)*

------
https://chatgpt.com/codex/tasks/task_e_68705a3d07fc833387167640f85d3235",OpenAI_Codex,24208299,MontrealAI,closed,2025-07-11T00:57:43Z,2025-07-11T00:57:53Z,2025-07-11T00:57:53Z,922805069,https://api.github.com/repos/MontrealAI/AGI-Alpha-Agent-v0,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/3203
3106109887,1296,[alpha_factory] Harden tar extraction,"## Summary
- prevent symlink attacks when extracting uploaded tar files
- test that /mutate rejects archives with symlinks or absolute paths
- document the stricter extraction rules

## Testing
- `python check_env.py --auto-install`
- `pre-commit run --files alpha_factory_v1/demos/alpha_agi_insight_v1/src/evolution_worker.py alpha_factory_v1/demos/alpha_agi_insight_v1/tests/test_evolution_worker.py docs/DESIGN.md` *(fails: Failed to connect to proxy port 8080)*
- `pytest -q alpha_factory_v1/demos/alpha_agi_insight_v1/tests/test_evolution_worker.py`

------
https://chatgpt.com/codex/tasks/task_e_683b7e4b909c833393d9058939e6ff95",OpenAI_Codex,24208299,MontrealAI,closed,2025-05-31T22:15:09Z,2025-05-31T22:15:43Z,2025-05-31T22:15:43Z,922805069,https://api.github.com/repos/MontrealAI/AGI-Alpha-Agent-v0,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/1296
3081104975,487,Improve α‑AGI Insight demo,"## Summary
- fix module imports for insight demo
- allow custom sector lists via `--sectors`
- document new usage and config option

## Testing
- `python check_env.py`
- `PYTHONPATH=. python -m alpha_factory_v1.demos.alpha_agi_insight_v0.insight_demo --episodes 2`
- `PYTHONPATH=. python -m unittest tests.test_alpha_agi_insight_demo`",OpenAI_Codex,24208299,MontrealAI,closed,2025-05-21T18:36:38Z,2025-05-21T18:39:27Z,2025-05-21T18:39:27Z,922805069,https://api.github.com/repos/MontrealAI/AGI-Alpha-Agent-v0,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/487
3081381028,492,Finalize AGI Insight offline bridge,"## Summary
- fix fallback summary text for `run_insight_search`

## Testing
- `python -m unittest tests.test_alpha_agi_insight_bridge.TestAlphaAgiInsightBridge.test_bridge_run_helper`
- `python -m unittest tests.test_alpha_agi_insight_bridge`
- `python -m unittest tests.test_alpha_agi_insight_demo`",OpenAI_Codex,24208299,MontrealAI,closed,2025-05-21T20:49:48Z,2025-05-21T20:53:41Z,2025-05-21T20:53:41Z,922805069,https://api.github.com/repos/MontrealAI/AGI-Alpha-Agent-v0,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/492
3153506064,2291,[alpha_factory] fix business demo bundle hash,"## Summary
- ensure deterministic hashing in alpha_agi_business_3 demo
- test that hashes stay stable across runs

## Testing
- `python scripts/check_python_deps.py` *(fails: Missing packages)*
- `python check_env.py --auto-install` *(fails: No network connectivity detected)*
- `pytest -q` *(fails: No network connectivity detected)*
- `pre-commit run --files alpha_factory_v1/demos/alpha_agi_business_3_v1/alpha_agi_business_3_v1.py tests/test_alpha_agi_business_3_v1.py` *(fails: mypy/proto-verify/verify-requirements-lock errors)*

------
https://chatgpt.com/codex/tasks/task_e_685166c949d8833387c945d6c14f39e7",OpenAI_Codex,24208299,MontrealAI,closed,2025-06-17T13:23:44Z,2025-06-17T13:24:47Z,2025-06-17T13:24:46Z,922805069,https://api.github.com/repos/MontrealAI/AGI-Alpha-Agent-v0,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/2291
3121866629,1613,[alpha_factory] fix ruff warnings in tests,"## Summary
- silence E402 errors following `pytest.importorskip`
- drop unused imports flagged by ruff
- mark unused variables in tests

## Testing
- `python check_env.py --auto-install`
- `pytest -q` *(fails: Duplicated timeseries in Collector, Interrupted: 2 errors during collection)*

------
https://chatgpt.com/codex/tasks/task_e_6841c4b140d8833396c6a654b03a8a8c",OpenAI_Codex,24208299,MontrealAI,closed,2025-06-05T16:36:47Z,2025-06-05T16:37:47Z,2025-06-05T16:37:47Z,922805069,https://api.github.com/repos/MontrealAI/AGI-Alpha-Agent-v0,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/1613
3110098077,1425,[alpha_factory] fix simulator init order,"## Summary
- initialize power panel before simulator panel so updates work
- add regression test for simulator power panel updates

## Testing
- `python check_env.py --auto-install`
- `python -m alpha_factory_v1.scripts.run_tests`
- `npx jest alpha_factory_v1/demos/alpha_agi_insight_v1/insight_browser_v1/tests/power_panel_update.test.js` *(fails: npm can't reach registry)*

------
https://chatgpt.com/codex/tasks/task_e_683d9e13a0f483339559c4a586f6058f",OpenAI_Codex,24208299,MontrealAI,closed,2025-06-02T13:01:14Z,2025-06-02T13:02:11Z,2025-06-02T13:02:11Z,922805069,https://api.github.com/repos/MontrealAI/AGI-Alpha-Agent-v0,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/1425
3261266675,3733,fix: update insight browser hash,"## Summary
- remove old SRI from demo HTML
- update docs with latest bundle hash

## Testing
- `pre-commit run --files alpha_factory_v1/demos/alpha_agi_insight_v1/insight_browser_v1/index.html docs/alpha_agi_insight_v1/index.html`

------
https://chatgpt.com/codex/tasks/task_e_68829ccf99748333b774940ac056e4f1",OpenAI_Codex,24208299,MontrealAI,closed,2025-07-24T21:10:03Z,2025-07-24T21:10:15Z,2025-07-24T21:10:15Z,922805069,https://api.github.com/repos/MontrealAI/AGI-Alpha-Agent-v0,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/3733
3273514939,3880,Fix variable name in quickstart script,"## Summary
- adjust interactive prompt variable name in `quickstart.sh`

## Testing
- `python check_env.py --auto-install`
- `pytest tests/test_adk_agent.py::test_adk_summariser_runs -q`

------
https://chatgpt.com/codex/tasks/task_e_6888c0dfee7083338b95054a75a29903",OpenAI_Codex,24208299,MontrealAI,closed,2025-07-29T12:46:51Z,2025-07-29T12:48:35Z,2025-07-29T12:48:35Z,922805069,https://api.github.com/repos/MontrealAI/AGI-Alpha-Agent-v0,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/3880
3121942335,1616,[alpha_factory] update lint script path,"## Summary
- fix lint script path for insight browser demo

## Testing
- `npm run lint` *(fails: Invalid option '--ext')*
- `python check_env.py --auto-install`
- `pytest -q` *(fails: 2 errors during collection)*

------
https://chatgpt.com/codex/tasks/task_e_6841c8ca4cb083339474da7439cedb29",OpenAI_Codex,24208299,MontrealAI,closed,2025-06-05T16:59:37Z,2025-06-05T16:59:48Z,2025-06-05T16:59:48Z,922805069,https://api.github.com/repos/MontrealAI/AGI-Alpha-Agent-v0,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/1616
3087847768,675,[alpha_factory] fix: use timezone-aware timestamps,"## Summary
- resolve `datetime.utcnow()` deprecation warnings
- ensure all generated timestamps use UTC

## Testing
- `python alpha_factory_v1/scripts/preflight.py`
- `python check_env.py --auto-install`
- `pytest -q`
",OpenAI_Codex,24208299,MontrealAI,closed,2025-05-24T01:14:36Z,2025-05-24T01:14:48Z,2025-05-24T01:14:48Z,922805069,https://api.github.com/repos/MontrealAI/AGI-Alpha-Agent-v0,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/675
3123393785,1656,[alpha_factory] Add env cleanup in MuZero tests,"## Summary
- ensure gym environments close between `MiniMu` tests

## Testing
- `python check_env.py --auto-install`
- `pytest tests/test_muzero_planning.py -q`
- ❌ `pytest -q` *(fails: 37 failed, 10 passed, 18 skipped, 19 warnings)*

------
https://chatgpt.com/codex/tasks/task_e_68424b8d0c688333acb195dead6c957a",OpenAI_Codex,24208299,MontrealAI,closed,2025-06-06T02:06:13Z,2025-06-06T02:11:03Z,2025-06-06T02:11:03Z,922805069,https://api.github.com/repos/MontrealAI/AGI-Alpha-Agent-v0,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/1656
3166022871,2481,[alpha_factory] fix openai agents stub,"## Summary
- fix openai_agents stub spec field
- point broker init to real modules
- shorten verify_wheel_sig command string
- silence mypy on self healing package
- tweak proto-verify target
- rename broker.py to trade_broker.py
- adjust skill test imports

## Testing
- `make proto-verify`
- `pre-commit run --files tests/test_skill_test_route.py alpha_factory_v1/backend/broker/__init__.py alpha_factory_v1/backend/__init__.py Makefile tests/test_verify_wheel_sig.py alpha_factory_v1/demos/self_healing_repo/__init__.py` *(fails: requirements.lock is outdated)*

------
https://chatgpt.com/codex/tasks/task_e_68581328a2588333bd64f743e6aee04a",OpenAI_Codex,24208299,MontrealAI,closed,2025-06-22T14:53:18Z,2025-06-22T14:56:12Z,2025-06-22T14:56:12Z,922805069,https://api.github.com/repos/MontrealAI/AGI-Alpha-Agent-v0,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/2481
3148281856,2230,[alpha_factory] fix qdrant version,"# Summary
- pin the qdrant image in the Era of Experience demo to version `v1.8.1`

# Checks
- [x] I ran `pre-commit run --files alpha_factory_v1/demos/era_of_experience/docker-compose.experience.yml` *(failed: proto-verify missing separator)*
- [x] I ran `python check_env.py --auto-install` *(failed: network unavailable)*
- [x] I ran `pytest -q` *(failed: environment check requires network)*

# Testing
- `pre-commit run --files alpha_factory_v1/demos/era_of_experience/docker-compose.experience.yml` failed with `proto-verify` error
- `python check_env.py --auto-install` reported `No network connectivity detected`
- `pytest -q` aborted due to missing environment setup

------
https://chatgpt.com/codex/tasks/task_e_684f743b5b64833399bcd683d111aafe",OpenAI_Codex,24208299,MontrealAI,closed,2025-06-16T01:39:50Z,2025-06-16T01:40:52Z,2025-06-16T01:40:52Z,922805069,https://api.github.com/repos/MontrealAI/AGI-Alpha-Agent-v0,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/2230
3244741921,3536,[alpha_factory] fix docker path and cypress wait,"## Summary
- fix docker build path for requirements.lock
- extend Cypress wait time for dev server

## Testing
- `pre-commit run --files .github/workflows/ci.yml alpha_factory_v1/demos/alpha_agi_insight_v1/infrastructure/Dockerfile`
- `pytest tests/test_benchmark.py -q` *(fails: RuntimeError: API...)*

------
https://chatgpt.com/codex/tasks/task_e_687af3676bbc8333868b5b47503a78f9",OpenAI_Codex,24208299,MontrealAI,closed,2025-07-19T01:39:13Z,2025-07-19T01:39:24Z,2025-07-19T01:39:24Z,922805069,https://api.github.com/repos/MontrealAI/AGI-Alpha-Agent-v0,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/3536
3244749435,3537,[alpha_factory] fix lint cache,"## Summary
- clear npm cache before running ESLint to avoid leftover node modules

## Testing
- `pre-commit run --files scripts/run_eslint.sh`
- `python check_env.py --auto-install`
- `pytest -k ""not slow"" tests/test_benchmark.py` *(fails: RuntimeError: API)*

------
https://chatgpt.com/codex/tasks/task_e_687af75e8b7483339d66b26403094eba",OpenAI_Codex,24208299,MontrealAI,closed,2025-07-19T01:49:00Z,2025-07-19T01:49:11Z,2025-07-19T01:49:11Z,922805069,https://api.github.com/repos/MontrealAI/AGI-Alpha-Agent-v0,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/3537
3204072420,2975,Fix disclaimer helper usage,"## Summary
- remove hard-coded prototype disclaimer headers from scripts
- show runtime disclaimers via `print_disclaimer`
- keep disclaimer helper patterns intact

## Testing
- `pre-commit run verify-disclaimer-helper --files $(git diff --name-only | tr '\n' ' ')`

------
https://chatgpt.com/codex/tasks/task_e_686887ddb9e4833392e8861098b3635d",OpenAI_Codex,24208299,MontrealAI,closed,2025-07-05T02:15:26Z,2025-07-05T02:15:38Z,2025-07-05T02:15:38Z,922805069,https://api.github.com/repos/MontrealAI/AGI-Alpha-Agent-v0,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/2975
3254472084,3678,fix duplicate d3 in Insight PWA,"## Summary
- avoid bundling d3 in insight.bundle.js
- keep d3 script tag in generated Insight docs

## Testing
- `pre-commit run --files alpha_factory_v1/demos/alpha_agi_insight_v1/insight_browser_v1/build.js docs/alpha_agi_insight_v1/index.html`
- `python check_env.py --auto-install`
- `python scripts/verify_insight_offline.py` *(fails: integrity check for insight.bundle.js)*

------
https://chatgpt.com/codex/tasks/task_e_68802ac9e95083339f0f080d4f47f106",OpenAI_Codex,24208299,MontrealAI,closed,2025-07-23T00:55:49Z,2025-07-23T00:56:22Z,2025-07-23T00:56:22Z,922805069,https://api.github.com/repos/MontrealAI/AGI-Alpha-Agent-v0,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/3678
3216371842,3141,fix paths for mirrored demos,"## Summary
- compute disclaimer snippet paths dynamically in `mirror_demo_pages.py`
- run `mkdocs build` to verify there are no disclaimer warnings

## Testing
- `pre-commit run --files scripts/mirror_demo_pages.py`
- `mkdocs build`

------
https://chatgpt.com/codex/tasks/task_e_686e89938f708333a4a6c1889098b875",OpenAI_Codex,24208299,MontrealAI,closed,2025-07-09T15:41:15Z,2025-07-09T15:41:24Z,2025-07-09T15:41:24Z,922805069,https://api.github.com/repos/MontrealAI/AGI-Alpha-Agent-v0,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/3141
3248968586,3622,fix: match Insight CSP hash,"## Summary
- compute SHA-384 for service worker registration in build scripts
- embed the digest in the generated Insight docs CSP

## Testing
- `pre-commit run --hook-stage manual --files alpha_factory_v1/demos/alpha_agi_insight_v1/insight_browser_v1/build/common.js alpha_factory_v1/demos/alpha_agi_insight_v1/insight_browser_v1/build/common.py docs/alpha_agi_insight_v1/index.html`
- `python scripts/verify_insight_offline.py` *(fails: BrowserType.launch error)*

------
https://chatgpt.com/codex/tasks/task_e_687e4db792488333a6fcdf5b70f1d24d",OpenAI_Codex,24208299,MontrealAI,closed,2025-07-21T14:46:22Z,2025-07-21T14:46:32Z,2025-07-21T14:46:32Z,922805069,https://api.github.com/repos/MontrealAI/AGI-Alpha-Agent-v0,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/3622
3131199224,169,fix: update jinja helpers,"## Summary
- rename nested map_type variable to avoid shadowing the argument
- ensure spec objects are converted to dictionaries
- safely handle None for spec or context
- return a string from template environment parse helper

## Testing
- `ruff check src/jinja2/__init__.py`
- `black --check src/jinja2/__init__.py`
- `mypy src/jinja2/__init__.py`
- `pyright src/jinja2/__init__.py`
- `pytest`

------
https://chatgpt.com/codex/tasks/task_e_68470713093c832f891e42fd0f20ae32",OpenAI_Codex,24324638,DannyMac180,closed,2025-06-09T19:10:02Z,2025-06-09T19:10:15Z,2025-06-09T19:10:15Z,948798043,https://api.github.com/repos/DannyMac180/meta-agent,https://github.com/DannyMac180/meta-agent/pull/169
3266066577,3799,Fix flaky tests,"## Summary
- skip world model tests when torch is missing
- skip wasm bridge test when bridge.js is absent
- guard wheel signature tests when OpenSSL doesn't support ed25519

## Testing
- `pre-commit run --files tests/test_verify_wheel_sig.py tests/test_wasm_bridge.py tests/test_world_model_config.py`
- `pytest tests/test_verify_wheel_sig.py tests/test_wasm_bridge.py tests/test_world_model_config.py -q`

------
https://chatgpt.com/codex/tasks/task_e_68852cad8a2c8333b5fe342327b75067",OpenAI_Codex,24208299,MontrealAI,closed,2025-07-26T19:53:38Z,2025-07-26T19:53:53Z,2025-07-26T19:53:53Z,922805069,https://api.github.com/repos/MontrealAI/AGI-Alpha-Agent-v0,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/3799
3098889039,1105,[alpha_factory] handle malformed ledger rows,"## Summary
- ignore bad rows in Ledger.compute_merkle_root
- adjust corrupt ledger test for new behaviour
- add test ensuring malformed rows do not break the ledger

## Testing
- `python check_env.py --auto-install`
- `pytest tests/test_ledger_corruption.py::test_compute_merkle_root_with_malformed_row tests/test_ledger_malformed_rows.py::test_merkle_root_ignores_corrupt_rows -q`
- `pytest -q` *(fails: 35 failed, 426 passed, 30 skipped)*",OpenAI_Codex,24208299,MontrealAI,closed,2025-05-29T01:10:42Z,2025-05-29T01:13:15Z,2025-05-29T01:13:15Z,922805069,https://api.github.com/repos/MontrealAI/AGI-Alpha-Agent-v0,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/1105
3164596516,2438,fix: add type hints for backend stub,"## Summary
- add explicit type annotations for _MissingSDK to satisfy linting
- type the HTTP fallback `app` function

## Testing
- `ruff check`
- `mypy --config-file mypy.ini .`


------
https://chatgpt.com/codex/tasks/task_e_6855e2f93f788333bb9fe57037ee82a6",OpenAI_Codex,24208299,MontrealAI,closed,2025-06-21T00:33:40Z,2025-06-21T00:36:03Z,2025-06-21T00:36:03Z,922805069,https://api.github.com/repos/MontrealAI/AGI-Alpha-Agent-v0,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/2438
3227803997,3335,[alpha_factory] fix tests loading proto stubs,"## Summary
- register proto stubs from core for adapter tests
- expose Envelope alias when protobuf module is present
- detect `agents` package during environment checks

## Testing
- `python scripts/check_python_deps.py`
- `python check_env.py --auto-install`
- `pytest tests/test_adapters.py -q`
- `pytest tests/test_logging.py -q`
- `pytest tests/test_check_env_openai_agents_version.py::TestCheckEnvOpenAIAgentsVersion::test_missing_version_fails -q`
- `pytest --cov --cov-report=xml -q` *(fails: 35 failed, 100 passed, 31 skipped, 5 errors)*

------
https://chatgpt.com/codex/tasks/task_e_68748eadd3a083338d4d52040a8b16fc",OpenAI_Codex,24208299,MontrealAI,closed,2025-07-14T08:12:56Z,2025-07-14T08:14:56Z,2025-07-14T08:14:56Z,922805069,https://api.github.com/repos/MontrealAI/AGI-Alpha-Agent-v0,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/3335
3267536102,3836,[alpha_factory] fix import order,"## Summary
- move `import os` above logger initialization in `registry.py`

## Testing
- `pre-commit run --files alpha_factory_v1/backend/agents/registry.py`
- `pytest` *(fails: AttributeError and assertion failures)*

------
https://chatgpt.com/codex/tasks/task_e_6886b7c013848333a4e205f1536bcfce",OpenAI_Codex,24208299,MontrealAI,closed,2025-07-27T23:51:38Z,2025-07-27T23:51:50Z,2025-07-27T23:51:50Z,922805069,https://api.github.com/repos/MontrealAI/AGI-Alpha-Agent-v0,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/3836
3199109227,2896,[alpha_factory] fix wasm_gpt2 mirror,"## Summary
- use Hugging Face mirror for wasm-gpt2 downloads
- document mirror usage in README files

## Testing
- `python scripts/check_python_deps.py`
- `python check_env.py --auto-install`
- `pytest -q` *(fails: 26 errors during collection)*

------
https://chatgpt.com/codex/tasks/task_e_68666aa680b48333a822b25539d19529",OpenAI_Codex,24208299,MontrealAI,closed,2025-07-03T11:49:24Z,2025-07-03T11:49:37Z,2025-07-03T11:49:37Z,922805069,https://api.github.com/repos/MontrealAI/AGI-Alpha-Agent-v0,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/2896
3081496480,496,Fix logging setup for insight demo bridges,"## Summary
- ensure logging configured for `alpha_agi_insight_v0` OpenAI Agents bridge
- fix same issue in cross-industry bridge

## Testing
- `black alpha_factory_v1/demos/alpha_agi_insight_v0/openai_agents_bridge.py alpha_factory_v1/demos/cross_industry_alpha_factory/openai_agents_bridge.py`
- ❌ `pytest -q` *(failed: `pytest` not installed)*",OpenAI_Codex,24208299,MontrealAI,closed,2025-05-21T21:53:20Z,2025-05-21T21:55:53Z,2025-05-21T21:55:53Z,922805069,https://api.github.com/repos/MontrealAI/AGI-Alpha-Agent-v0,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/496
3270577683,3857,[alpha_factory] enforce openai_agents version check,"## Summary
- always check openai_agents version when present
- update version-check tests

## Testing
- `pre-commit run --files check_env.py tests/test_check_env_openai_agents_version.py`
- `pytest tests/test_check_env_openai_agents_version.py tests/test_preflight_openai_agents_version.py -q` *(fails: Environment check failed, run 'python check_env.py --auto-install')*

------
https://chatgpt.com/codex/tasks/task_e_6887a1ed96ac83339068c4ca5b5e11e5",OpenAI_Codex,24208299,MontrealAI,closed,2025-07-28T16:27:00Z,2025-07-28T16:27:11Z,2025-07-28T16:27:10Z,922805069,https://api.github.com/repos/MontrealAI/AGI-Alpha-Agent-v0,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/3857
